"","album_uri","album_name","album_img","album_release_date","album_release_year","base_album_name","base_album","num_albums","num_base_albums","album_rank","artist"
"477","7e51fH5KpL87BCIVO068fh","Spotify Sessions","https://i.scdn.co/image/a48e0a52e86467b3df06d9c44ecda02fae9cac31","2014-06-10",2014-06-10,"spotify sessions",TRUE,1,1,5,"Pusha T"
"478","1pHosDXkGsWTt1elzpDLzp","Wireless Live !","https://i.scdn.co/image/ab67616d0000b2736537cd2b483c58e2bd36b4f5","2015-09-04",2015-09-04,"wireless live !",TRUE,1,1,6,"Pusha T"
"479","4OoNqHBpbgDoqtN3u1IdiC","King Push – Darkest Before Dawn: The Prelude","https://i.scdn.co/image/c4a7db18edd5e5d93a2d90644dd44eea1074d6f2","2015-12-18",2015-12-18,"king push – darkest before dawn: the prelude",TRUE,1,1,7,"Pusha T"
"480","07bIdDDe3I3hhWpxU6tuBp","DAYTONA","https://i.scdn.co/image/ab67616d0000b273263555eebbe2b375593aa31e","2018-05-25",2018-05-25,"daytona",TRUE,1,1,8,"Pusha T"
"481","6eDx949ONWDCN0O22wFZf7","SremmLife","https://i.scdn.co/image/216d1a5a31d62a1d4bfac6aaca1f99045d089a70","2015-01-06",2015-01-06,"sremmlife",TRUE,1,1,1,"Rae Sremmurd"
"482","2KhzKZOq9MVNSCKkNkLtbp","SremmLife 2","https://i.scdn.co/image/8b3081c3e639bedbbaf3d9df989b8d1a83c11c54","2016-08-12",2016-08-12,"sremmlife 2",TRUE,2,1,2,"Rae Sremmurd"
"483","4vLYreWxd2ptOAzPwTyBI3","SR3MM","https://i.scdn.co/image/ab67616d0000b273ba9015f4504a9dfd7560bfa9","2018-05-04",2018-05-04,"sr3mm",TRUE,1,1,3,"Rae Sremmurd"
"484","7btiyhWzUfzxN3ijSiBpC8","Only Built 4 Cuban Linx","https://i.scdn.co/image/ab67616d0000b2731e797f1552a1136091145fd9","1995",1995-01-01,"only built 4 cuban linx",TRUE,1,1,1,"Raekwon"
"485","41gZK0HtvO5zaOwJlT2Sed","Immobilarity","https://i.scdn.co/image/ab67616d0000b273a4d84452e701b1b32dad1c02","1999-11-16",1999-11-16,"immobilarity",TRUE,1,1,2,"Raekwon"
"486","1kMki3taQHmpptDNDDVSq4","The Lex Diamond Story","https://i.scdn.co/image/9231faa59d9cfe95feefc70f99718e6d32ccdee6","2003-01-01",2003-01-01,"the lex diamond story",TRUE,1,1,3,"Raekwon"
"487","4i7N6dwHDmHtrJsWAjRYMc","Heroin Only","https://i.scdn.co/image/ab67616d0000b2739f9714d49d2c9d1fbcb31f5d","2006-11-10",2006-11-10,"heroin only",TRUE,1,1,4,"Raekwon"
"488","6ZCuEXxjVc3TgQUdZJVHBs","The Vatican Mixtape, Vol. 1","https://i.scdn.co/image/ab67616d0000b273c268cb9078e1f89cc7a6408b","2007-02-27",2007-02-27,"the vatican mixtape, vol. 1",TRUE,1,1,5,"Raekwon"
"489","1WJST5QsA23XFgOVYGLlTt","The Vatican Mixtape, Vol. 3","https://i.scdn.co/image/ab67616d0000b2731d249a2223f9e1133a71d4d3","2007-09-25",2007-09-25,"the vatican mixtape, vol. 3",TRUE,1,1,6,"Raekwon"
"490","5QpSt1QtT7MaCKZNQE82fv","Only Built 4 Cuban Linx 2","https://i.scdn.co/image/f171f36ddb800a7e73122e2f66bb985b48fd7d00","2009-01-01",2009-01-01,"only built 4 cuban linx 2",TRUE,1,1,7,"Raekwon"
"491","09CMsxWaO8Hald9q5NHkWb","The Babygrande Recordings","https://i.scdn.co/image/ab67616d0000b2738a4938f6026ccfbac918f440","2009-09-01",2009-09-01,"the babygrande recordings",TRUE,1,1,8,"Raekwon"
"492","4LYCKraQJCoJrBvfRXUFXP","Only Built 4 Cuban Linx... Pt. II","https://i.scdn.co/image/ab67616d0000b2731e1552e7f42bd411d6e41832","2009-09-07",2009-09-07,"only built 4 cuban linx... pt. ii",TRUE,1,1,9,"Raekwon"
"493","7ptasBIxZ2VVI4wgQlnzZC","Only Built For Cuban Linx, Part II","https://i.scdn.co/image/3dc61a8bcaa4f54eb539e5f5a46f86004c215243","2009-09-18",2009-09-18,"only built for cuban linx, part ii",TRUE,1,1,10,"Raekwon"
"494","7y9thaBm7wBPzsvcAWyWbH","Shaolin Vs. Wu-tang","https://i.scdn.co/image/16976c3894e2240c7e964e860589ace2b21103d0","2011-01-01",2011-01-01,"shaolin vs. wu-tang",TRUE,1,1,11,"Raekwon"
"495","3N9IY9o0oOOWwj3zn6FjWK","Shaolin vs Wutang (iTunes Exclusive)","https://i.scdn.co/image/ab67616d0000b2735a82dc61fd0a11e9278c5338","2011-03-08",2011-03-08,"shaolin vs wutang (itunes exclusive)",TRUE,1,1,12,"Raekwon"
"496","3LyXjF69HIKhRWARBEmF4U","Shaolin vs Wutang","https://i.scdn.co/image/ab67616d0000b2730208a59599545cd242333c27","2011-03-08",2011-03-08,"shaolin vs wutang",TRUE,1,1,13,"Raekwon"
"497","2FsS4ly4NDoNlDMh4qoBwU","Wu Victory","https://i.scdn.co/image/f933af4337f440731978ecae636e3660c491c066","2012-08-14",2012-08-14,"wu victory",TRUE,1,1,14,"Raekwon"
"498","1lCxVzi6tCtuVlUDrPwSmO","The Tonite Show","https://i.scdn.co/image/ab67616d0000b273f30faf38ed153c98d08e431f","2013-03-05",2013-03-05,"the tonite show",TRUE,1,1,15,"Raekwon"
"499","1ObEOr5EAd15rbdsYfL794","F.I.L.A","https://i.scdn.co/image/da9c2294c06299e921bb66e6ff42f9e4c232ef02","2015-04-27",2015-04-27,"f.i.l.a",TRUE,1,1,16,"Raekwon"
"500","1DjD44E7NIEiRrhuQbbv01","Fly International Luxurious Art","https://i.scdn.co/image/bbb7a01625882a2ff62fad397b6b1fb6634eacaf","2015-04-28",2015-04-28,"fly international luxurious art",TRUE,1,1,17,"Raekwon"
"501","4kQCM7kzTEivQGquNEzkTl","The Wild","https://i.scdn.co/image/ab67616d0000b27367763f999a4e0622cfd80eb1","2017-03-24",2017-03-24,"the wild",TRUE,1,1,18,"Raekwon"
"502","4vKcewiCloFlttCdZKHcPb","Rich Gang","https://i.scdn.co/image/d1c2430793f07dba385660180e7ec1de7df4dd51","2013-01-01",2013-01-01,"rich gang",TRUE,2,1,1,"Rich Gang"
"503","5R9wir5X8dVr7B6NC9dXD8","!","https://i.scdn.co/image/ab67616d0000b2735cf4e3792334d33013dc0664","2019-07-26",2019-07-26,"!",TRUE,1,1,2,"Rich Gang"
"504","7Dg45in5QAfGluUc1x874g","Slimewop 3","https://i.scdn.co/image/ab67616d0000b273bc9b7c668959af4dc8445162","2019-08-22",2019-08-22,"slimewop 3",TRUE,1,1,3,"Rich Gang"
"505","7BUlAwJBzKyllRuDTKV8Ae","Run the Jewels","https://i.scdn.co/image/3f2580a1b82961dde5084bc41d9df6e971f8b44a","2013-06-26",2013-06-26,"run the jewels",TRUE,1,1,1,"Run The Jewels"
"506","2ZyrfJY5s31jPFFxKrgKK1","Run the Jewels Instrumentals","https://i.scdn.co/image/ab67616d0000b273daca2ade07af7907eb6d41fa","2014-04-25",2014-04-25,"run the jewels instrumentals",TRUE,1,1,2,"Run The Jewels"
"507","3jsGTpdRkOnbn8VhU9J4A7","Run the Jewels 2","https://i.scdn.co/image/ab67616d0000b273c33e657e256bb7205b4e689d","2014-12-19",2014-12-19,"run the jewels 2",TRUE,1,1,3,"Run The Jewels"
"508","4nmmSzq9V6UEn0j3KL6jSn","Meow The Jewels","https://i.scdn.co/image/ab67616d0000b273687d38467517592ee766b997","2015-10-02",2015-10-02,"meow the jewels",TRUE,1,1,4,"Run The Jewels"
"509","1BXpr3cjIipApKheeStyEL","Spotify Sessions","https://i.scdn.co/image/ab67616d0000b2737bc759042f7a07f1ac89c6e4","2016-05-26",2016-05-26,"spotify sessions",TRUE,1,1,5,"Run The Jewels"
"510","508kK3Kneu7yPgfIyVRUzB","Run The Jewels 3","https://i.scdn.co/image/ab67616d0000b2734bce73abd8d3361c42dfd8d4","2016-12-26",2016-12-26,"run the jewels 3",TRUE,2,1,6,"Run The Jewels"
"511","5QGtxFOTTr0Z4TyUQNVOKO","Setbacks","https://i.scdn.co/image/ab67616d0000b273b972e856818dbcae8525b545","2011-01-11",2011-01-11,"setbacks",TRUE,1,1,1,"ScHoolboy Q"
"512","6Xz8eKy8TeAyzwGr8QSOAS","Habits & Contradictions","https://i.scdn.co/image/ab67616d0000b273adbae0d44ccbeeab44d47920","2012-01-14",2012-01-14,"habits & contradictions",TRUE,1,1,2,"ScHoolboy Q"
"513","3WrybrSHu1vSZaQegAZTyn","Oxymoron","https://i.scdn.co/image/84eda2716476cb416692e5bef9c9eec87fdc86f8","2014-01-01",2014-01-01,"oxymoron",TRUE,2,1,3,"ScHoolboy Q"
"514","1X8E2o48nvyOJL3gVMKLse","Schoolboy Q","https://i.scdn.co/image/ae940c479664903199cf58b96edb19f9da43c151","2014-09-15",2014-09-15,"schoolboy q",TRUE,1,1,4,"ScHoolboy Q"
"515","1hI5GG5ohUzIINay1D0OjY","Schoolboy Q 2","https://i.scdn.co/image/ba3cd45919fe81763abc39a993f42795e02ffba5","2015-04-06",2015-04-06,"schoolboy q 2",TRUE,1,1,5,"ScHoolboy Q"
"516","0YbpATCIng8Fz2JrfHmEf7","Blank Face LP","https://i.scdn.co/image/027c1ebcf62f5728714eade187abb56093d17054","2016-07-08",2016-07-08,"blank face lp",TRUE,1,1,6,"ScHoolboy Q"
"517","3UTp6spxkyTdvsmJDPfb7n","CrasH Talk","https://i.scdn.co/image/6f502397813f0ced44e9f63b7b20087c543af092","2019-04-26",2019-04-26,"crash talk",TRUE,1,1,7,"ScHoolboy Q"
"518","5QGtxFOTTr0Z4TyUQNVOKO","Setbacks","https://i.scdn.co/image/ab67616d0000b273b972e856818dbcae8525b545","2011-01-11",2011-01-11,"setbacks",TRUE,1,1,1,"ScHoolboy Q"
"519","6Xz8eKy8TeAyzwGr8QSOAS","Habits & Contradictions","https://i.scdn.co/image/ab67616d0000b273adbae0d44ccbeeab44d47920","2012-01-14",2012-01-14,"habits & contradictions",TRUE,1,1,2,"ScHoolboy Q"
"520","3WrybrSHu1vSZaQegAZTyn","Oxymoron","https://i.scdn.co/image/84eda2716476cb416692e5bef9c9eec87fdc86f8","2014-01-01",2014-01-01,"oxymoron",TRUE,2,1,3,"ScHoolboy Q"
"521","1X8E2o48nvyOJL3gVMKLse","Schoolboy Q","https://i.scdn.co/image/ae940c479664903199cf58b96edb19f9da43c151","2014-09-15",2014-09-15,"schoolboy q",TRUE,1,1,4,"ScHoolboy Q"
"522","1hI5GG5ohUzIINay1D0OjY","Schoolboy Q 2","https://i.scdn.co/image/ba3cd45919fe81763abc39a993f42795e02ffba5","2015-04-06",2015-04-06,"schoolboy q 2",TRUE,1,1,5,"ScHoolboy Q"
"523","0YbpATCIng8Fz2JrfHmEf7","Blank Face LP","https://i.scdn.co/image/027c1ebcf62f5728714eade187abb56093d17054","2016-07-08",2016-07-08,"blank face lp",TRUE,1,1,6,"ScHoolboy Q"
"524","3UTp6spxkyTdvsmJDPfb7n","CrasH Talk","https://i.scdn.co/image/6f502397813f0ced44e9f63b7b20087c543af092","2019-04-26",2019-04-26,"crash talk",TRUE,1,1,7,"ScHoolboy Q"
"525","4blm7LkC8y6FiyPsPVmqIt","Presents Welcome To Tha Chuuch Tha Album","https://i.scdn.co/image/ab67616d0000b2737d382cad38c623cbb38c2ffa","2005-12-13",2005-12-13,"presents welcome to tha chuuch tha album",TRUE,1,1,1,"Snoop Dogg"
"526","5EyEI8tm60S6y2YKbjE0xI","Tha Blue Carpet Treatment","https://i.scdn.co/image/eb8dc1b804fc2f91674d4265851b98887fe4f897","2006-01-01",2006-01-01,"tha blue carpet treatment",TRUE,1,1,2,"Snoop Dogg"
"527","2BbqE0ewA8MJyI9QkIkpCL","Boss Life","https://i.scdn.co/image/ab67616d0000b27345d5e3daf1fc49f32db4c5bd","2007-06-12",2007-06-12,"boss life",TRUE,1,1,3,"Snoop Dogg"
"528","69Kum1Cx2Q4LM42IhA6ESa","Ego Trippin","https://i.scdn.co/image/bfaf0fc99811c1d8ef66b3b56856d784b55404e0","2008-01-01",2008-01-01,"ego trippin",TRUE,1,1,4,"Snoop Dogg"
"529","0yQoUg2JVq4r2YcVkPFciu","Malice N Wonderland","https://i.scdn.co/image/82e688fe1adb4737e028f20a9489414aeb3fd79b","2009-01-01",2009-01-01,"malice n wonderland",TRUE,1,1,5,"Snoop Dogg"
"530","23saWrWdtEpTNOSnAsheZj","Death Row: The Lost Sessions Vol. 1","https://i.scdn.co/image/6c04e2eb0a34a6369e4870f284be00b3af7224b6","2009-10-13",2009-10-13,"death row: the lost sessions vol. 1",TRUE,1,1,6,"Snoop Dogg"
"531","1LybIpXAcGc39uDu26jaPq","Snoop Dogg Presents: My #1 Priority","https://i.scdn.co/image/e914734ab93cf44ad1b637d15eb760b8589106da","2010-01-01",2010-01-01,"snoop dogg presents: my #1 priority",TRUE,1,1,7,"Snoop Dogg"
"532","5sbxCOBoB0gCU0A9uss96I","More Malice","https://i.scdn.co/image/ab67616d0000b273ce315195fbfb69b5cb2db6df","2010-03-19",2010-03-19,"more malice",TRUE,1,1,8,"Snoop Dogg"
"533","4o1mKc2sR3ooi5wiCGB2Yg","Doggumentary","https://i.scdn.co/image/49447c611f261a6e0feb75fcef823622e2e6c002","2011-01-01",2011-01-01,"doggumentary",TRUE,1,1,9,"Snoop Dogg"
"534","12pnVAswzLE6hArSl0bF0h","Mac and Devin Go To High School (Music From and Inspired By The Movie)","https://i.scdn.co/image/ab67616d0000b273f8fa110661ccdfb74cbcb447","2011-12-12",2011-12-12,"mac and devin go to high school (music from and inspired by the movie)",TRUE,1,1,10,"Snoop Dogg"
"535","6PmDpErJDG0vOcr5XldKjl","Live At Coachella (2012)","https://i.scdn.co/image/a7ab5d1d5f11bbb47b45a0d4ab8dd7f981e71721","2013-05-14",2013-05-14,"live at coachella (2012)",TRUE,1,1,11,"Snoop Dogg"
"536","5sZ9Qa9WlFI0shV6pIE1qk","Kush","https://i.scdn.co/image/be55c24f86cae40380d1d8e021bf06df6c16da28","2014-01-07",2014-01-07,"kush",TRUE,1,1,12,"Snoop Dogg"
"537","5eyq5aoLHIiEEYnzkzl65m","California Times","https://i.scdn.co/image/183dfff74cb6636e4b9b54b8d52fd3cd8e7df3eb","2014-06-16",2014-06-16,"california times",TRUE,1,1,13,"Snoop Dogg"
"538","6VCjQZqZ0lhp9wBby3Djfh","BUSH","https://i.scdn.co/image/ab67616d0000b273c64cf8ff1b6428c1e5d6b0c4","2015-05-11",2015-05-11,"bush",TRUE,1,1,14,"Snoop Dogg"
"539","5Rd4xjjrhHvLVSFDAMi1nr","COOLAID (Clean Edited Version)","https://i.scdn.co/image/ab67616d0000b2734982a27ad8acdefd0cbc4b80","2016-07-01",2016-07-01,"coolaid",FALSE,1,0,15,"Snoop Dogg"
"540","4HGpekiabmZyat5xw23uZB","Neva Left","https://i.scdn.co/image/ab67616d0000b273a086c1a2b464df2c41c964d4","2017-05-19",2017-05-19,"neva left",TRUE,1,1,16,"Snoop Dogg"
"541","6MRg8FgwKDNmNO0D9neSmo","Make America Crip Again","https://i.scdn.co/image/ab67616d0000b273577a94a601abdd6572c59559","2017-10-27",2017-10-27,"make america crip again",TRUE,1,1,17,"Snoop Dogg"
"542","7JH7jIpL9JwnBEpYAtyi2f","220","https://i.scdn.co/image/ab67616d0000b2731fadc24799bbe13a6d20185d","2018-02-20",2018-02-20,"220",TRUE,1,1,18,"Snoop Dogg"
"543","4zeITicw3oKpOV5EMQIUQH","Snoop Dogg Presents Bible of Love","https://i.scdn.co/image/ab67616d0000b273780a21fe3b87ae241f3eb70f","2018-03-16",2018-03-16,"snoop dogg presents bible of love",TRUE,1,1,19,"Snoop Dogg"
"544","7q659RJq4LXjzlZxwByzLk","The Snoop Story","https://i.scdn.co/image/ab67616d0000b273c7a0050e1b3e08463389235a","2019-07-22",2019-07-22,"the snoop story",TRUE,1,1,20,"Snoop Dogg"
"545","0a8d4BfLP3XEiuZZTWxxEQ","I Wanna Thank Me","https://i.scdn.co/image/ab67616d0000b273d900a0caa82b1e56836de85d","2019-08-16",2019-08-16,"i wanna thank me",TRUE,1,1,21,"Snoop Dogg"
"546","7cS62bPE6jQvq68kcSZZK3","Give It 2 Em Dogg","https://i.scdn.co/image/c6fc77e0eaacc690469b010b1ffb4426fc6b7b5e","2019-10-01",2019-10-01,"give it 2 em dogg",TRUE,1,1,22,"Snoop Dogg"
"547","2qCyMMQ785sPH4Yx25GQZ8","Z","https://i.scdn.co/image/ab67616d0000b27332f1a3721efb2ddfb91b9c82","2014-04-08",2014-04-08,"z",TRUE,1,1,1,"SZA"
"548","76290XdXVF9rPzGdNRWdCh","Ctrl","https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25","2017-06-09",2017-06-09,"ctrl",TRUE,1,1,2,"SZA"
"549","0erQUWkQZhFkL2Qx5Umdfl","The Blackwall Street Vol. 2","https://i.scdn.co/image/ab67616d0000b2735135b0d9236767fbe286c68b","2012-11-20",2012-11-20,"the blackwall street vol. 2",TRUE,1,1,1,"The Game"
"550","3OYo1AeMggSM03RIkoKOI0","The Blackwall Street Vol. 3","https://i.scdn.co/image/ab67616d0000b273efe4b3451a3eab59a70468bd","2012-11-20",2012-11-20,"the blackwall street vol. 3",TRUE,1,1,2,"The Game"
"551","5xZobK2IRpMeuaOCld7KxX","The Blackwall Street Vol. 1","https://i.scdn.co/image/ab67616d0000b2739b056a1dd62033d89e7098fc","2012-11-27",2012-11-27,"the blackwall street vol. 1",TRUE,1,1,3,"The Game"
"552","2fo86xBW71XmO4m3bS99tN","The Black Wallstreet, Vol. 4","https://i.scdn.co/image/ab67616d0000b27358d852a42874e8c18f2db803","2012-11-30",2012-11-30,"the black wallstreet, vol. 4",TRUE,1,1,4,"The Game"
"553","61OEfavu9kM9nHTdbPPH3H","The Blackwall Street, Vol. 6","https://i.scdn.co/image/ab67616d0000b273206e91b297dbc5cbf871c2b0","2012-11-30",2012-11-30,"the blackwall street, vol. 6",TRUE,1,1,5,"The Game"
"554","4uuIqbf6sSMD8Iouva6wLp","The Blackwall Street, Vol. 5","https://i.scdn.co/image/ab67616d0000b27315ad2b46d954d1ba246a6ad9","2012-11-30",2012-11-30,"the blackwall street, vol. 5",TRUE,1,1,6,"The Game"
"555","3bwegLVfKKCoy68mT5KxqO","The Blackwall Street, Vol. 7","https://i.scdn.co/image/ab67616d0000b2739903e3b5610ca51f4ead3527","2012-12-03",2012-12-03,"the blackwall street, vol. 7",TRUE,1,1,7,"The Game"
"556","60Ps0wi75O2g2ufu11j6Ft","Superman","https://i.scdn.co/image/ab67616d0000b273c58a49164b01141f19e50cd3","2013-01-30",2013-01-30,"superman",TRUE,1,1,8,"The Game"
"557","4rjyX5vguboyTaXvypC8gB","Mo Thugs Presents: The Game Last of a Compton Breed","https://i.scdn.co/image/ab67616d0000b273063f8218f5844ad62ac39b4a","2013-06-11",2013-06-11,"mo thugs presents: the game last of a compton breed",TRUE,1,1,9,"The Game"
"558","5MjgWZRnEWtqEcAa3foL7x","The Next Documentary","https://i.scdn.co/image/c6914eee9afa3006cc16ba001a8aa8ae0a8ab4b9","2013-07-09",2013-07-09,"the next documentary",TRUE,1,1,10,"The Game"
"559","5uA3r5ucAXyJgn3iWCWIJb","OKE - Deluxe Edition","https://i.scdn.co/image/ab67616d0000b2734e99272f0bfa1a5d1e9efad3","2013-10-10",2013-10-10,"oke",FALSE,1,0,11,"The Game"
"560","3gonfk2iaTvHcz7Gi0bayp","Unreleased R.E.D.","https://i.scdn.co/image/6b3e4c3cb8955fedb9cebcc0414f2d80b4d4c812","2014-03-10",2014-03-10,"unreleased r.e.d.",TRUE,1,1,12,"The Game"
"561","5A2KhChS9TkI0uK6FXqeFv","Blood Moon: Year Of The Wolf (Bonus Version)","https://i.scdn.co/image/ab67616d0000b273d19c842b071d838631eff061","2014-10-14",2014-10-14,"blood moon: year of the wolf",FALSE,1,0,13,"The Game"
"562","4HOgjzVpNPYLRPRT4WIOlM","West Coast Resurrection (Deluxe Version)","https://i.scdn.co/image/ab67616d0000b273f59ec9b50c053c674c3eebe2","2014-11-11",2014-11-11,"west coast resurrection",FALSE,1,0,14,"The Game"
"563","0iudlzm4a5WB3jiMlApspv","R.E.D. II","https://i.scdn.co/image/56129b9446b70086806d1d4f8afad37c1b83a5fc","2015-01-19",2015-01-19,"r.e.d. ii",TRUE,1,1,15,"The Game"
"564","37PDUywhZDqvf1Z7pOl1Ih","The Documentary 2","https://i.scdn.co/image/ab67616d0000b273fd2da455f4000311f87636fb","2015-10-09",2015-10-09,"the documentary 2",TRUE,1,1,16,"The Game"
"565","16rW2uj8mpSmH5DSmEvDWN","The Documentary 2.5","https://i.scdn.co/image/ab67616d0000b2732e817ba61dd0c8f45757d2bb","2015-10-16",2015-10-16,"the documentary 2.5",TRUE,1,1,17,"The Game"
"566","1EpbLlgrkKbYJrvx0rtMrD","The Documentary 2 + 2.5","https://i.scdn.co/image/ab67616d0000b273152153b1da4e3184b4f761c3","2016-01-22",2016-01-22,"the documentary 2 + 2.5",TRUE,2,1,18,"The Game"
"567","312aMSfZzbXhhr0WzYDF0x","Streets Of Compton","https://i.scdn.co/image/ab67616d0000b2736b4529e2c9fa37bc929960c8","2016-06-17",2016-06-17,"streets of compton",TRUE,1,1,19,"The Game"
"568","65f7xk2mAPmUeY3MifzWnp","Block Wars","https://i.scdn.co/image/ab67616d0000b2732fa6d033ff2d46d9b339def7","2016-07-29",2016-07-29,"block wars",TRUE,1,1,20,"The Game"
"569","4RjeyDmgeOPj2zlDayPFjy","1992","https://i.scdn.co/image/ab67616d0000b27327b06bbe1c8e9c74b3100fa8","2016-10-14",2016-10-14,"1992",TRUE,1,1,21,"The Game"
"570","51pWPRmyRyrh4GDwUjWmkM","1992 (Bonus Track Edition) [Clean]","https://i.scdn.co/image/ab67616d0000b27345bc10fadddaa769a25449d9","2016-10-14",2016-10-14,"1992 [clean]",FALSE,1,0,22,"The Game"
"571","5MDmKDe9kmJBsf8yYn8dUM","Born 2 Rap","https://i.scdn.co/image/178886fd259038d0989f4d7c1d7c1ca658eced59","2019-11-29",2019-11-29,"born 2 rap",TRUE,1,1,23,"The Game"
"572","2HTbQ0RHwukKVXAlTmCZP2","Ready to Die (The Remaster)","https://i.scdn.co/image/ab67616d0000b273a4950162a626593b7340f6c7","1994-09-13",1994-09-13,"ready to die",FALSE,2,0,1,"The Notorious B.I.G."
"573","7dRdaGSxgcBdJnrOviQRuB","Life After Death (2014 Remastered Edition)","https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30","1997-03-04",1997-03-04,"life after death",FALSE,2,0,2,"The Notorious B.I.G."
"574","7zg9ZSOQtYLjWnvSawflg6","Born Again","https://i.scdn.co/image/ab67616d0000b273a136f71553f34d930b43f7bb","1999",1999-01-01,"born again",TRUE,1,1,3,"The Notorious B.I.G."
"575","0nyTuDV4qohpivHna2kKF8","Duets: The Final Chapter","https://i.scdn.co/image/ab67616d0000b273fee3cf117cef2ae39c10ac4a","2005-12-13",2005-12-13,"duets: the final chapter",TRUE,1,1,4,"The Notorious B.I.G."
"576","4NQNWfXDGo6MPCscpwuTgz","Trilogy","https://i.scdn.co/image/5f205c354dc01e73d15ba6ea39e4f073d7987029","2013-01-01",2013-01-01,"trilogy",TRUE,1,1,1,"The Weeknd"
"577","522VpsDblCDf3rMSnDU4tZ","Kiss Land","https://i.scdn.co/image/c244a8b147468882c095b02d2da66b9eca777972","2013-09-09",2013-09-09,"kiss land",TRUE,2,1,2,"The Weeknd"
"578","36yJ6fcaSCVsK1tybnNizj","Beauty Behind The Madness","https://i.scdn.co/image/f1bc9058c6cb9d6fb53f3a076cc7c66fabf30ee6","2016-03-16",2016-03-16,"beauty behind the madness",TRUE,1,1,3,"The Weeknd"
"579","2ODvWsOgouMbaA5xf0RkJe","Starboy","https://i.scdn.co/image/96be0d7941fbafb03e457b23db5783f8a2929098","2016-11-25",2016-11-25,"starboy",TRUE,1,1,4,"The Weeknd"
"580","4qZBW3f2Q8y0k1A84d4iAO","My Dear Melancholy,","https://i.scdn.co/image/25f579bf1460f3983a8c5bbc1f016f36b3d86009","2018-03-30",2018-03-30,"my dear melancholy,",TRUE,1,1,5,"The Weeknd"
"581","4PWBTB6NYSKQwfo79I3prg","Rodeo (Expanded Edition)","https://i.scdn.co/image/ab67616d0000b2737433176f037e0ba14190c34f","2015-09-04",2015-09-04,"rodeo",FALSE,1,0,1,"Travis Scott"
"582","42WVQWuf1teDysXiOupIZt","Birds In The Trap Sing McKnight","https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce","2016-09-16",2016-09-16,"birds in the trap sing mcknight",TRUE,1,1,2,"Travis Scott"
"583","41GuZcammIkupMPKH2OJ6I","ASTROWORLD","https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3","2018-08-03",2018-08-03,"astroworld",TRUE,1,1,3,"Travis Scott"
"584","4PWBTB6NYSKQwfo79I3prg","Rodeo (Expanded Edition)","https://i.scdn.co/image/ab67616d0000b2737433176f037e0ba14190c34f","2015-09-04",2015-09-04,"rodeo",FALSE,1,0,1,"Travis Scott"
"585","42WVQWuf1teDysXiOupIZt","Birds In The Trap Sing McKnight","https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce","2016-09-16",2016-09-16,"birds in the trap sing mcknight",TRUE,1,1,2,"Travis Scott"
"586","41GuZcammIkupMPKH2OJ6I","ASTROWORLD","https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3","2018-08-03",2018-08-03,"astroworld",TRUE,1,1,3,"Travis Scott"
"587","7tjZ51DOxwxIcnY20ThkaV","Goblin","https://i.scdn.co/image/ab67616d0000b273817b73e86c3b87b7c0b5fa1f","2011-05-10",2011-05-10,"goblin",TRUE,2,1,1,"Tyler, The Creator"
"588","40QTqOBBxCEIQlLNdSjFQB","Wolf","https://i.scdn.co/image/ab67616d0000b2734893508eb6495df8ddb015e0","2013-04-01",2013-04-01,"wolf",TRUE,1,1,2,"Tyler, The Creator"
"589","6hSjwUPL9jSBtZPgyFWfjI","Live At Splash!","https://i.scdn.co/image/6bea75a71456dd1619b61c45aede7fbbfa0d5429","2013-09-02",2013-09-02,"live at splash!",TRUE,1,1,3,"Tyler, The Creator"
"590","621OhgnZJ7Pz8iUazct1In","Cherry Bomb","https://i.scdn.co/image/ab67616d0000b2730f2e9f092b4e9c4424afb446","2015-04-13",2015-04-13,"cherry bomb",TRUE,1,1,4,"Tyler, The Creator"
"591","5V3Chnpno9oTI7JSPXKUf3","Cherry Bomb + Instrumentals","https://i.scdn.co/image/ab67616d0000b27337906edcfbfde42b203097f2","2015-04-13",2015-04-13,"cherry bomb + instrumentals",TRUE,1,1,5,"Tyler, The Creator"
"592","2nkto6YNI4rUYTLqEwWJ3o","Flower Boy","https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3","2017-07-21",2017-07-21,"flower boy",TRUE,1,1,6,"Tyler, The Creator"
"593","5zi7WsKlIiUXv09tbGLKsE","IGOR","https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57","2019-05-17",2019-05-17,"igor",TRUE,1,1,7,"Tyler, The Creator"
"594","33NDfcTx9E0aMZbcDDBPq7","Too Hard To Swallow","https://i.scdn.co/image/ab67616d0000b27355402afc3265423c490851b2","1992-11-10",1992-11-10,"too hard to swallow",TRUE,1,1,1,"UGK"
